5,5,0.8,100
5,5,0.8,200
5,5,0.8,300
5,5,1.0,400
5,5,1.0,500
5,5,1.0,600
5,5,1.0,700
5,5,1.0,800
5,5,1.0,900
5,5,1.0,1000
5,5,1.0,1100
5,5,1.0,1200
5,5,1.0,1300
5,5,1.0,1400
5,5,1.0,1500
5,5,1.0,1600
5,5,1.0,1700
5,5,1.0,1800
5,5,1.0,1900
5,5,1.0,2000
5,5,1.0,2100
5,5,1.0,2200
5,5,1.0,2300
5,5,1.0,2400
5,5,1.0,2500
5,5,1.0,2600
5,5,1.0,2700
5,5,1.0,2800
5,5,1.0,2900
5,5,1.0,3000
5,5,1.0,3100
5,5,1.0,3200
5,5,1.0,3300
5,5,1.0,3400
5,5,1.0,3500
5,5,1.0,3600
5,5,1.0,3700
5,5,1.0,3800
5,5,1.0,3900
5,5,1.0,4000
5,5,1.0,4100
5,5,1.0,4200
5,5,1.0,4300
5,5,1.0,4400
5,5,1.0,4500
5,5,1.0,4600
5,5,1.0,4700
5,5,1.0,4800
5,5,1.0,4900
6,6,0.8333333333333334,100
6,6,0.8333333333333334,200
6,6,1.0,300
6,6,1.0,400
6,6,1.0,500
6,6,1.0,600
6,6,1.0,700
6,6,1.0,800
6,6,1.0,900
6,6,1.0,1000
6,6,1.0,1100
6,6,1.0,1200
6,6,1.0,1300
6,6,1.0,1400
6,6,1.0,1500
6,6,1.0,1600
6,6,1.0,1700
6,6,1.0,1800
6,6,1.0,1900
6,6,1.0,2000
6,6,1.0,2100
6,6,1.0,2200
6,6,1.0,2300
6,6,1.0,2400
6,6,1.0,2500
6,6,1.0,2600
6,6,1.0,2700
6,6,1.0,2800
6,6,1.0,2900
6,6,1.0,3000
6,6,1.0,3100
6,6,1.0,3200
6,6,1.0,3300
6,6,1.0,3400
6,6,1.0,3500
6,6,1.0,3600
6,6,1.0,3700
6,6,1.0,3800
6,6,1.0,3900
6,6,1.0,4000
6,6,1.0,4100
6,6,1.0,4200
6,6,1.0,4300
6,6,1.0,4400
6,6,1.0,4500
6,6,1.0,4600
6,6,1.0,4700
6,6,1.0,4800
6,6,1.0,4900
7,7,0.7142857142857143,100
7,7,1.0,200
7,7,1.0,300
7,7,0.8571428571428571,400
7,7,1.0,500
7,7,0.8571428571428571,600
7,7,0.8571428571428571,700
7,7,1.0,800
7,7,1.0,900
7,7,1.0,1000
7,7,1.0,1100
7,7,1.0,1200
7,7,0.8571428571428571,1300
7,7,0.8571428571428571,1400
7,7,0.8571428571428571,1500
7,7,0.8571428571428571,1600
7,7,0.8571428571428571,1700
7,7,0.8571428571428571,1800
7,7,1.0,1900
7,7,1.0,2000
7,7,1.0,2100
7,7,1.0,2200
7,7,1.0,2300
7,7,1.0,2400
7,7,1.0,2500
7,7,1.0,2600
7,7,1.0,2700
7,7,1.0,2800
7,7,1.0,2900
7,7,1.0,3000
7,7,1.0,3100
7,7,1.0,3200
7,7,1.0,3300
7,7,1.0,3400
7,7,1.0,3500
7,7,1.0,3600
7,7,1.0,3700
7,7,1.0,3800
7,7,1.0,3900
7,7,1.0,4000
7,7,1.0,4100
7,7,1.0,4200
7,7,1.0,4300
7,7,1.0,4400
7,7,1.0,4500
7,7,1.0,4600
7,7,1.0,4700
7,7,1.0,4800
7,7,1.0,4900
8,40,0.125,100
8,8,0.875,200
8,8,0.875,300
8,8,1.0,400
8,8,1.0,500
8,8,0.875,600
8,8,1.0,700
8,8,1.0,800
8,8,1.0,900
8,8,1.0,1000
8,8,1.0,1100
8,8,1.0,1200
8,8,1.0,1300
8,8,1.0,1400
8,8,1.0,1500
8,8,1.0,1600
8,8,1.0,1700
8,8,1.0,1800
8,8,1.0,1900
8,8,1.0,2000
8,8,1.0,2100
8,8,1.0,2200
8,8,1.0,2300
8,8,1.0,2400
8,8,1.0,2500
8,8,1.0,2600
8,8,1.0,2700
8,8,1.0,2800
8,8,1.0,2900
8,8,1.0,3000
8,8,1.0,3100
8,8,1.0,3200
8,8,1.0,3300
8,8,1.0,3400
8,8,1.0,3500
8,8,1.0,3600
8,8,1.0,3700
8,8,1.0,3800
8,8,1.0,3900
8,8,1.0,4000
8,8,1.0,4100
8,8,1.0,4200
8,8,1.0,4300
8,8,1.0,4400
8,8,1.0,4500
8,8,1.0,4600
8,8,1.0,4700
8,8,1.0,4800
8,8,1.0,4900
9,9,0.8888888888888888,100
9,9,0.8888888888888888,200
9,9,1.0,300
9,9,1.0,400
9,9,0.8888888888888888,500
9,9,0.8888888888888888,600
9,9,1.0,700
9,9,1.0,800
9,9,1.0,900
9,9,1.0,1000
9,9,0.8888888888888888,1100
9,9,1.0,1200
9,9,1.0,1300
9,9,1.0,1400
9,9,1.0,1500
9,9,0.8888888888888888,1600
9,9,1.0,1700
9,9,1.0,1800
9,9,1.0,1900
9,9,1.0,2000
9,9,1.0,2100
9,9,1.0,2200
9,9,1.0,2300
9,9,1.0,2400
9,9,1.0,2500
9,9,1.0,2600
9,9,1.0,2700
9,9,1.0,2800
9,9,1.0,2900
9,9,1.0,3000
9,9,1.0,3100
9,9,1.0,3200
9,9,1.0,3300
9,9,1.0,3400
9,9,1.0,3500
9,9,1.0,3600
9,9,1.0,3700
9,9,1.0,3800
9,9,1.0,3900
9,9,1.0,4000
9,9,1.0,4100
9,9,1.0,4200
9,9,1.0,4300
9,9,1.0,4400
9,9,1.0,4500
9,9,1.0,4600
9,9,1.0,4700
9,9,1.0,4800
9,9,1.0,4900
10,10,0.6,100
10,10,0.7,200
10,10,0.9,300
10,10,0.9,400
10,10,0.9,500
10,10,1.0,600
10,10,0.9,700
10,10,1.0,800
10,10,0.9,900
10,10,1.0,1000
10,10,1.0,1100
10,10,1.0,1200
10,10,1.0,1300
10,10,1.0,1400
10,10,1.0,1500
10,10,1.0,1600
10,10,1.0,1700
10,10,1.0,1800
10,10,1.0,1900
10,10,1.0,2000
10,10,1.0,2100
10,10,1.0,2200
10,10,1.0,2300
10,10,1.0,2400
10,10,1.0,2500
10,10,1.0,2600
10,10,1.0,2700
10,10,1.0,2800
