largo de la clave,tolerancia
264,0.034782608695652174
265,0.9617021276595744
266,0.45217391304347826
267,0.7913043478260869
268,0.4807692307692308
269,0.2
270,0.034782608695652174
271,0.1826086956521739
272,0.06086956521739131
273,0.4
274,0.08695652173913043
275,0.45217391304347826
276,0.034782608695652174
277,0.41739130434782606
278,0.20869565217391303
279,0.12173913043478261
280,0.23076923076923078
281,0.1826086956521739
282,0.034782608695652174
283,0.45217391304347826
284,0.9478260869565217
285,0.782608695652174
286,0.1826086956521739
287,0.3739130434782609
288,0.034782608695652174
289,0.9423076923076923
290,0.1346153846153846
291,0.26956521739130435
292,0.1346153846153846
293,0.9230769230769231
294,0.06956521739130435
295,0.34615384615384615
296,0.2692307692307692
297,0.8653846153846154
298,0.808695652173913
299,0.4260869565217391
300,0.07692307692307693
301,0.11538461538461539
302,0.9807692307692307
303,0.19230769230769232
304,0.19230769230769232
305,0.9304347826086956
306,0.40384615384615385
307,0.21153846153846154
308,0.9807692307692307
309,0.1346153846153846
310,0.34615384615384615
311,0.4807692307692308
312,0.4230769230769231
313,0.8653846153846154
314,0.75
315,0.8269230769230769
316,0.36
317,0.07692307692307693
318,0.1346153846153846
319,0.8076923076923077
320,0.1346153846153846
321,1.0
322,0.40384615384615385
323,0.19230769230769232
324,0.40384615384615385
325,0.40384615384615385
326,0.4230769230769231
327,0.07692307692307693
328,0.1346153846153846
329,0.40384615384615385
330,0.11538461538461539
331,0.46153846153846156
332,0.40384615384615385
333,0.40384615384615385
334,0.8846153846153846
335,0.46153846153846156
336,0.04
337,0.16
338,0.5961538461538461
339,0.8846153846153846
340,0.28
341,0.96
342,0.16
343,0.96
344,0.07692307692307693
345,0.44
346,0.4230769230769231
347,0.84
348,0.04
349,0.12
350,0.84
351,0.4
352,0.12
353,0.44
354,0.28
355,1.0
356,0.6
357,0.48
358,0.4230769230769231
359,0.07692307692307693
360,0.04
361,0.44
362,0.96
363,0.4
364,0.12
365,0.4
366,0.36
367,0.4
368,0.84
369,0.12
370,0.36
371,0.4
372,0.12
373,0.4
374,0.04
375,0.84
376,0.4
377,0.44
378,0.36
379,0.44
380,0.3
381,0.36
382,0.4
383,0.4
384,0.48
385,0.36
386,0.44
387,0.4
388,0.88
389,0.12
390,0.4
391,0.4
392,0.3
393,0.4
394,0.96
395,0.4
396,0.36
397,0.96
398,0.88
399,0.96
400,0.84
401,0.88
402,0.28
403,0.44
404,0.12
405,0.96
406,0.88
407,0.4
408,0.4
409,0.1
410,0.4
411,0.4
412,0.4
413,0.4
414,0.28
415,0.9
416,1.0
417,1.0
418,0.84
419,0.4
420,0.3
421,0.3
422,0.1
423,0.4
424,0.6
425,0.3
426,0.2
427,0.44
428,0.9
429,0.16
430,0.4
431,0.1
432,0.4
433,0.3
434,0.4
435,0.2
436,0.88
437,0.1
438,0.9
439,0.4
440,0.7
441,0.4
442,0.4
443,0.4
444,0.2
445,0.4
446,0.4
447,0.9
448,0.84
449,0.3
450,0.4
451,0.1
452,0.9
453,0.4
454,0.2
455,0.6
456,0.3
457,0.1
458,0.8
459,0.7
460,0.3
461,0.4
462,0.7
463,0.4
464,0.4
465,0.4
466,0.4
467,0.7
468,0.4
469,0.4
470,0.9
471,0.8
472,0.1
473,0.4
474,0.4
475,0.4
476,0.4
477,0.9
478,0.3
479,0.1
480,0.1
481,0.1
482,0.4
483,1.0
484,0.7
485,0.4
486,0.4
487,0.7
488,0.3
489,0.4
490,0.75
491,0.1
492,0.4
493,0.4
494,0.4
495,0.7
496,0.3
497,0.1
498,0.1
499,0.6
