largo de la clave,cantidad de palabras,semejanza entre claves,tiempo transcurrido
5,50000,0.007232549550658623
5,55000,0.007232549550658623
5,60000,0.007232549550658623
5,65000,0.007232549550658623
5,70000,0.003527499156467593
5,75000,0.0035255525920475797
5,80000,0.007232549550658623
5,85000,0.007232549550658623
5,90000,0.003527499156467593
5,95000,0.003527499156467593
10,50000,0.003527499156467593
10,55000,0.003527499156467593
10,60000,0.003527499156467593
10,65000,0.003527499156467593
10,70000,0.003527499156467593
10,75000,0.003527499156467593
10,80000,0.003527499156467593
10,85000,0.003527499156467593
10,90000,0.003527499156467593
10,95000,0.003527499156467593
15,50000,0.0033108522378908645
15,55000,0.0033126802036684867
15,60000,0.0033126802036684867
15,65000,0.0071426372340753054
15,70000,0.001591917954997704
15,75000,0.0034383250445140295
15,80000,0.0034383250445140295
15,85000,0.003527499156467593
15,90000,0.0034383250445140295
15,95000,0.0033126802036684867
20,50000,0.003527499156467593
20,55000,0.003527499156467593
20,60000,0.003527499156467593
20,65000,0.007236558477551272
20,70000,0.0033126802036684867
20,75000,0.007232549550658623
20,80000,0.007232549550658623
20,85000,0.0033126802036684867
20,90000,0.007236558477551272
20,95000,0.007232549550658623
25,50000,0.003527499156467593
25,55000,0.003527499156467593
25,60000,0.003527499156467593
25,65000,0.003527499156467593
25,70000,0.003527499156467593
25,75000,0.003527499156467593
25,80000,0.003527499156467593
25,85000,0.003527499156467593
25,90000,0.003527499156467593
25,95000,0.003527499156467593
30,50000,0.007232549550658623
30,55000,0.007232549550658623
30,60000,0.007232549550658623
30,65000,0.007232549550658623
30,70000,0.003527499156467593
30,75000,0.007232549550658623
30,80000,0.007232549550658623
30,85000,0.007232549550658623
30,90000,0.007232549550658623
30,95000,0.007232549550658623
35,50000,0.003527499156467593
35,55000,0.007232549550658623
35,60000,0.003527499156467593
35,65000,0.003527499156467593
35,70000,0.003527499156467593
35,75000,0.003527499156467593
35,80000,0.003527499156467593
35,85000,0.0033126802036684867
35,90000,0.003527499156467593
35,95000,0.003527499156467593
40,50000,0.003527499156467593
40,55000,0.003527499156467593
40,60000,0.003527499156467593
40,65000,0.007232549550658623
40,70000,0.003527499156467593
40,75000,0.003527499156467593
40,80000,0.003527499156467593
40,85000,0.003527499156467593
40,90000,0.003527499156467593
40,95000,0.003527499156467593
45,50000,0.003527499156467593
45,55000,0.003527499156467593
45,60000,0.003527499156467593
45,65000,0.003527499156467593
45,70000,0.003527499156467593
45,75000,0.003527499156467593
45,80000,0.007232549550658623
45,85000,0.003527499156467593
45,90000,0.003527499156467593
45,95000,0.003527499156467593
50,50000,0.003527499156467593
50,55000,0.003527499156467593
50,60000,0.003527499156467593
50,65000,0.003527499156467593
50,70000,0.003527499156467593
50,75000,0.003527499156467593
50,80000,0.003527499156467593
50,85000,0.003527499156467593
50,90000,0.003527499156467593
50,95000,0.003527499156467593
55,50000,0.003527499156467593
55,55000,0.003527499156467593
55,60000,0.003527499156467593
55,65000,0.003527499156467593
55,70000,0.003527499156467593
55,75000,0.003527499156467593
55,80000,0.003527499156467593
55,85000,0.003527499156467593
55,90000,0.003527499156467593
55,95000,0.003527499156467593
60,50000,0.003527499156467593
60,55000,0.003527499156467593
60,60000,0.007232549550658623
60,65000,0.003527499156467593
60,70000,0.007232549550658623
60,75000,0.003527499156467593
60,80000,0.003527499156467593
60,85000,0.003527499156467593
60,90000,0.003527499156467593
60,95000,0.003527499156467593
65,50000,0.003527499156467593
65,55000,0.003527499156467593
65,60000,0.007232549550658623
65,65000,0.003527499156467593
65,70000,0.003527499156467593
65,75000,0.003527499156467593
65,80000,0.003527499156467593
65,85000,0.003527499156467593
65,90000,0.003527499156467593
65,95000,0.003527499156467593
70,50000,0.003527499156467593
70,55000,0.003527499156467593
70,60000,0.003527499156467593
70,65000,0.003527499156467593
70,70000,0.003527499156467593
70,75000,0.003527499156467593
70,80000,0.003527499156467593
70,85000,0.003527499156467593
